time,day_temperature_C,day_humidity_percent,dayofweek_sin,dayofweek_cos,dayofmonth_sin,dayofmonth_cos,dayofyear_sin,dayofyear_cos,complaint_count
2022-06-28,29.4,75,0.7818314824680298,0.6234898018587336,-0.5712682150947924,0.8207634412072763,0.06021327736579302,-0.9981855344718586,5.0
2022-06-29,28.9,79,0.9749279121818236,-0.22252093395631434,-0.3943558551133187,0.9189578116202306,0.04302223300453059,-0.99907411510223,5.0
2022-06-30,27.9,84,0.43388373911755823,-0.900968867902419,-0.20129852008866114,0.9795299412524943,0.02581844022713308,-0.9996666485105112,5.0
2022-07-01,27.9,86,-0.433883739117558,-0.9009688679024191,0.20129852008866006,0.9795299412524945,0.008606996888688698,-0.9999629591162655,7.0
2022-07-02,28.0,85,-0.9749279121818236,-0.2225209339563146,0.39435585511331855,0.9189578116202306,-0.008606996888688009,-0.9999629591162655,7.0
2022-07-03,26.4,91,-0.7818314824680299,0.6234898018587334,0.5712682150947923,0.8207634412072763,-0.02581844022713239,-0.9996666485105112,6.0
2022-07-04,26.6,89,0.0,1.0,0.72479278722912,0.6889669190756866,-0.04302223300453034,-0.99907411510223,9.0
2022-07-05,27.0,88,0.7818314824680298,0.6234898018587336,0.8486442574947509,0.5289640103269624,-0.060213277365792774,-0.9981855344718586,9.0
2022-07-06,27.0,87,0.9749279121818236,-0.22252093395631434,0.9377521321470804,0.3473052528448203,-0.07738647923346322,-0.9970011699250151,11.0
2022-07-07,27.8,85,0.43388373911755823,-0.900968867902419,0.9884683243281114,0.1514277775045767,-0.09453674981719933,-0.9955213724144752,5.0
2022-07-08,27.8,85,-0.433883739117558,-0.9009688679024191,0.9987165071710528,-0.05064916883871264,-0.11165900712169444,-0.9937465804361781,3.0
2022-07-09,27.6,83,-0.9749279121818236,-0.2225209339563146,0.9680771188662043,-0.2506525322587204,-0.12874817745258066,-0.99167731989929,9.0
2022-07-10,27.8,84,-0.7818314824680299,0.6234898018587334,0.8978045395707416,-0.4403941515576344,-0.14579919691987442,-0.9893142039703664,16.0
2022-07-11,27.8,84,0.0,1.0,0.7907757369376989,-0.6121059825476626,-0.16280701293851646,-0.9866579328916572,6.0
2022-07-12,27.5,86,0.7818314824680298,0.6234898018587336,0.6513724827222223,-0.758758122692791,-0.17976658572556214,-0.9837092937736098,11.0
2022-07-13,27.3,87,0.9749279121818236,-0.22252093395631434,0.48530196253108104,-0.8743466161445821,-0.19667288979357622,-0.9804691603616321,11.0
2022-07-14,25.9,91,0.43388373911755823,-0.900968867902419,0.29936312297335804,-0.9541392564000488,-0.2135209154397959,-0.9769384927771817,12.0
2022-07-15,26.5,89,-0.433883739117558,-0.9009688679024191,0.10116832198743272,-0.994869323391895,-0.23030567023061196,-0.973118337233262,14.0
2022-07-16,26.7,88,-0.9749279121818236,-0.2225209339563146,-0.10116832198743204,-0.9948693233918952,-0.24702218048093527,-0.9690098257244063,12.0
2022-07-17,27.4,85,-0.7818314824680299,0.6234898018587334,-0.2993631229733582,-0.9541392564000488,-0.2636654927280072,-0.9646141756912435,13.0
2022-07-18,27.4,85,0.0,1.0,-0.4853019625310808,-0.8743466161445822,-0.2802306751992161,-0.9599326896597445,12.0
2022-07-19,27.5,79,0.7818314824680298,0.6234898018587336,-0.651372482722222,-0.7587581226927911,-0.2967128192734901,-0.9549667548552553,8.0
2022-07-20,27.9,79,0.9749279121818236,-0.22252093395631434,-0.7907757369376986,-0.6121059825476627,-0.3131070409358267,-0.9497178427914317,8.0
2022-07-21,27.4,85,0.43388373911755823,-0.900968867902419,-0.8978045395707417,-0.44039415155763423,-0.3294084822245302,-0.9441875088341994,9.0
2022-07-22,26.5,91,-0.433883739117558,-0.9009688679024191,-0.9680771188662041,-0.2506525322587213,-0.3456123126707333,-0.9383773917408642,10.0
2022-07-23,26.7,88,-0.9749279121818236,-0.2225209339563146,-0.9987165071710528,-0.05064916883871355,-0.3617137307297674,-0.9322892131745134,12.0
2022-07-24,26.4,90,-0.7818314824680299,0.6234898018587334,-0.9884683243281114,0.15142777750457667,-0.37770796520396466,-0.9259247771938499,12.0
2022-07-25,26.4,88,0.0,1.0,-0.9377521321470804,0.3473052528448203,-0.39359027665646645,-0.9192859697186105,11.0
2022-07-26,27.4,84,0.7818314824680298,0.6234898018587336,-0.8486442574947509,0.5289640103269624,-0.4093559588156211,-0.9123747579707274,7.0
2022-07-27,28.0,82,0.9749279121818236,-0.22252093395631434,-0.72479278722912,0.6889669190756865,-0.42500033996955394,-0.9051931898913975,3.0
2022-07-28,27.5,87,0.43388373911755823,-0.900968867902419,-0.5712682150947924,0.8207634412072763,-0.4405187843504952,-0.8977433935342336,12.0
2022-07-29,27.7,88,-0.433883739117558,-0.9009688679024191,-0.3943558551133187,0.9189578116202306,-0.455906693508459,-0.8900275764346766,8.0
2022-07-30,28.3,85,-0.9749279121818236,-0.2225209339563146,-0.20129852008866114,0.9795299412524943,-0.47115950767386394,-0.8820480249558535,6.0
2022-07-31,28.4,86,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.4862727071086902,-0.8738071036110807,13.0
2022-08-01,28.5,85,0.0,1.0,0.20129852008866006,0.9795299412524945,-0.5012418134457756,-0.8653072543632061,11.0
2022-08-02,28.1,87,0.7818314824680298,0.6234898018587336,0.39435585511331855,0.9189578116202306,-0.5160623910158526,-0.8565509959010037,7.0
2022-08-03,28.0,85,0.9749279121818236,-0.22252093395631434,0.5712682150947923,0.8207634412072763,-0.5307300481619331,-0.8475409228928312,17.0
2022-08-04,28.7,78,0.43388373911755823,-0.900968867902419,0.72479278722912,0.6889669190756866,-0.5452404385406507,-0.8382797052177745,5.0
2022-08-05,29.0,78,-0.433883739117558,-0.9009688679024191,0.8486442574947509,0.5289640103269624,-0.5595892624101763,-0.828770087174504,13.0
2022-08-06,27.8,86,-0.9749279121818236,-0.2225209339563146,0.9377521321470804,0.3473052528448203,-0.5737722679043243,-0.8190148866680802,8.0
2022-08-07,26.8,89,-0.7818314824680299,0.6234898018587334,0.9884683243281114,0.1514277775045767,-0.5877852522924734,-0.8090169943749472,7.0
2022-08-08,27.1,87,0.0,1.0,0.9987165071710528,-0.05064916883871264,-0.6016240632249227,-0.7987793728863648,1.0
2022-08-09,26.5,89,0.7818314824680298,0.6234898018587336,0.9680771188662043,-0.2506525322587204,-0.6152845999633277,-0.7883050558305253,9.0
2022-08-10,25.7,90,0.9749279121818236,-0.22252093395631434,0.8978045395707416,-0.4403941515576344,-0.6287628145958345,-0.7775971469736268,10.0
2022-08-11,25.5,90,0.43388373911755823,-0.900968867902419,0.7907757369376989,-0.6121059825476626,-0.6420547132365636,-0.7666588193001592,7.0
2022-08-12,25.8,92,-0.433883739117558,-0.9009688679024191,0.6513724827222223,-0.758758122692791,-0.655156357209085,-0.7554933140726804,4.0
2022-08-13,25.7,91,-0.9749279121818236,-0.2225209339563146,0.48530196253108104,-0.8743466161445821,-0.6680638642135333,-0.7441039398713608,4.0
